0|iata_code|1|icao_code|2|name_eng|3|city_eng|4|country_eng
SYK|SYK|BIST|BIST|Stykkisholmur|Stykkisholmur|Stykkisholmur|Stykkisholmur|Iceland|Iceland
SYL|SYL|KSYL|KSYL|Roberts AAF|Roberts AAF|San Miguel|San Miguel|Canada|Canada
SYM|SYM|ZPSM|ZPSM|Simao|Simao|Simao|Simao|China|China
SYN|SYN|KSYN|KSYN|Carleton|Carleton|Stanton|Stanton|United States|United States
SYO|SYO|RJSY|RJSY|Shonai|Shonai|Shonai|Shonai|Japan|Japan
SYP|SYP|MPSA|MPSA|Santiago|Santiago|Santiago|Santiago|Paraguay|Paraguay
SYR|SYR|KSYR|KSYR|Syracuse Hancock International Airport|Syracuse Hancock International Airport|Syracuse|Syracuse|United States|United States
SYS|SYS|||Yeosu|Yeosu|Suncheon|Suncheon|Korea (South)|Korea (South)
SYT|SYT|LFLN|LFLN|Charolais Bourgogne S.|Charolais Bourgogne S.|Saint Yan|Saint Yan|France|France
SYU|SYU|YWBS|YWBS|Warraber Island|Warraber Island|Sue Island|Sue Island|Australia|Australia
SYV|SYV|KSYV|KSYV|Sylvester|Sylvester|Sylvester|Sylvester|United States|United States
SYW|SYW|SBGR|SBGR|Sehwen Sharif|Sehwen Sharif|Sehwen Sharif|Sehwen Sharif|Liberia|Liberia
SYX|SYX|ZJSY|ZJSY|Fenghuang International (Phoenix International)|Fenghuang International (Phoenix International)|Sanya|Sanya|China|China
SYY|SYY|EGPO|EGPO|Stornoway|Stornoway|Stornoway|Stornoway|United Kingdom|United Kingdom
SYZ|SYZ|OISS|OISS|Shiraz|Shiraz|Shiraz|Shiraz|Iran|Iran
SZA|SZA|FNSO|FNSO|Soyo|Soyo|Soyo|Soyo|Angola|Angola
SZB|SZB|WMSA|WMSA|Sultan Abdul Aziz Shah|Sultan Abdul Aziz Shah|Kuala Lumpur|Kuala Lumpur|Malaysia|Malaysia
SZC|SZC|MRTM|MRTM|Guanacaste|Guanacaste|Santa Cruz|Santa Cruz|Costa Rica|Costa Rica
SZD|SZD|EGSY|EGSY|Sheffield City Airport|Sheffield City Airport|Sheffield|Sheffield|United Kingdom|United Kingdom
SZE|SZE|URSS|URSS|Semera Airport|Semera Airport|Semera|Semera|Malaysia|Malaysia
SZF|SZF|LTFH|LTFH|Carsamba|Carsamba|Samsun|Samsun|Turkey|Turkey
SZG|SZG|LOWS|LOWS|W. A. Mozart|W. A. Mozart|Salzburg|Salzburg|Austria|Austria
SZH|SZH|WRLY|WRLY|Senipah|Senipah|Senipah|Senipah|Indonesia|Indonesia
SZI|SZI|URSS|URSS|Zaisan|Zaisan|Zaisan|Zaisan|Kazakhstan|Kazakhstan
SZJ|SZJ|KNTU|KNTU|Siguanea|Siguanea|Siguanea|Siguanea|Cuba|Cuba
SZK|SZK|FASZ|FASZ|Skukuza|Skukuza|Skukuza|Skukuza|South Africa|South Africa
SZL|SZL|KSZL|KSZL|Whiteman AFB|Whiteman AFB|Warrensburg|Warrensburg|United States|United States
SZM|SZM|ZUUU|ZUUU|Sesriem|Sesriem|Sesriem|Sesriem|Namibia|Namibia
SZN|SZN|KSZN|KSZN|Santa Cruz Island|Santa Cruz Island|Santa Barbara|Santa Barbara|Colombia|Colombia
SZO|SZO|||Shanzhou|Shanzhou|Shanzhou|Shanzhou|China|China
SZP|SZP|KSZP|KSZP|Oxnard|Oxnard|Santa Paula|Santa Paula|United States|United States
SZQ|SZQ|||Saenz Pena|Saenz Pena|Saenz Pena|Saenz Pena|Argentina|Argentina
SZR|SZR|LBSZ|LBSZ|Stara Zagora|Stara Zagora|Stara Zagora|Stara Zagora|Bulgaria|Bulgaria
SZS|SZS|NZRC|NZRC|Stewart Island|Stewart Island|Stewart Island|Stewart Island|New Zealand|New Zealand
SZT|SZT|MMSC|MMSC|San Cristobal Airport|San Cristobal Airport|S.Cristobal deL Casas|S.Cristobal deL Casas|Mexico|Mexico
SZU|SZU|GASG|GASG|Segou|Segou|Segou|Segou|Mali|Mali
SZV|SZV|ZSSZ|ZSSZ|Suzhou|Suzhou|Suzhou|Suzhou|China|China
SZW|SZW|EDOP|EDOP|Parchim Airport|Parchim Airport|Schwerin|Schwerin|Germany|Germany
SZX|SZX|ZGSZ|ZGSZ|Shenzhen|Shenzhen|Shenzhen|Shenzhen|China|China
SZY|SZY|EPSY|EPSY|Mazury|Mazury|Szymany|Szymany|Poland|Poland
SZZ|SZZ|EPSC|EPSC|Goleniow|Goleniow|Szczecin|Szczecin|Poland|Poland
TAA|TAA|||Tarapaina|Tarapaina|Tarapaina|Tarapaina|Solomon Islands|Solomon Islands
TAB|TAB|TTCP|TTCP|Crown Point Airport|Crown Point Airport|Tobago|Tobago|Trinidad And Tobago|Trinidad And Tobago
TAC|TAC|RPVA|RPVA|D.Z. Romualdez|D.Z. Romualdez|Tacloban|Tacloban|Philippines|Philippines
TAD|TAD|KTAD|KTAD|Las Animas|Las Animas|Trinidad|Trinidad|United States|United States
TAE|TAE|RKTN|RKTN|Daegu|Daegu|Daegu|Daegu|Korea (South)|Korea (South)
TAF|TAF|DAOL|DAOL|Tafaraoui|Tafaraoui|Oran|Oran|Algeria|Algeria
TAG|TAG|RPVT|RPVT|Tagbilaran|Tagbilaran|Tagbilaran|Tagbilaran|Philippines|Philippines
TAH|TAH|NVVW|NVVW|Tanna|Tanna|Tanna|Tanna|Vanuatu|Vanuatu
TAI|TAI|OYTZ|OYTZ|Al Janad|Al Janad|Taiz|Taiz|Yemen|Yemen
TAJ|TAJ|||Tadji|Tadji|Aitape|Aitape|Papua New Guinea|Papua New Guinea
TAK|TAK|RJOT|RJOT|Takamatsu|Takamatsu|Takamatsu|Takamatsu|Japan|Japan
TAL|TAL|PATA|PATA|Ralph Calhoun|Ralph Calhoun|Tanana|Tanana|United States|United States
TAM|TAM|MMTM|MMTM|Gen F Javier Mina|Gen F Javier Mina|Tampico|Tampico|Mexico|Mexico
TAN|TAN|YTGA|YTGA|Tangalooma|Tangalooma|Tangalooma|Tangalooma|Australia|Australia
TAO|TAO|ZSQD|ZSQD|Qingdao|Qingdao|Qingdao|Qingdao|China|China
TAP|TAP|MMTP|MMTP|Tapachula International|Tapachula International|Tapachula|Tapachula|Mexico|Mexico
TAQ|TAQ|YTAR|YTAR|Tarcoola|Tarcoola|Tarcoola|Tarcoola|Australia|Australia
TAR|TAR|LIBG|LIBG|M. A. Grottag|M. A. Grottag|Taranto|Taranto|Italy|Italy
TAS|TAS|UTTT|UTTT|Yuzhny|Yuzhny|Tashkent|Tashkent|Uzbekistan|Uzbekistan
TAT|TAT|LZTT|LZTT|Poprad/tatry|Poprad/tatry|Poprad|Poprad|Slovakia|Slovakia
TAU|TAU|SKTA|SKTA|Tauramena|Tauramena|Tauramena|Tauramena|Colombia|Colombia
TAV|TAV|||Tau|Tau|Tau|Tau|American Samoa|American Samoa
TAW|TAW|SUTB|SUTB|Tacuarembo|Tacuarembo|Tacuarembo|Tacuarembo|Uruguay|Uruguay
TAX|TAX|WAPT|WAPT|Taliabu|Taliabu|Taliabu|Taliabu|Indonesia|Indonesia
TAY|TAY|EETU|EETU|Tartu|Tartu|Tartu|Tartu|Estonia|Estonia
TAZ|TAZ|UTAT|UTAT|Dashoguz|Dashoguz|Dashoguz|Dashoguz|Turkmenistan|Turkmenistan
TBA|TBA|||Tabibuga|Tabibuga|Tabibuga|Tabibuga|Papua New Guinea|Papua New Guinea
TBB|TBB|VVTH|VVTH|Tuy Hoa|Tuy Hoa|Tuy Hoa|Tuy Hoa|Vietnam|Vietnam
TBC|TBC|||Tuba City|Tuba City|Tuba City|Tuba City|Gambia|Gambia
TBD|TBD|||Timbiqui|Timbiqui|Timbiqui|Timbiqui|Colombia|Colombia
TBE|TBE|||Timbunke|Timbunke|Timbunke|Timbunke|Papua New Guinea|Papua New Guinea
TBF|TBF|NGTE|NGTE|Tabiteuea North|Tabiteuea North|Tabiteuea North|Tabiteuea North|Kiribati|Kiribati
TBG|TBG|AYTB|AYTB|Tabubil|Tabubil|Tabubil|Tabubil|Papua New Guinea|Papua New Guinea
TBH|TBH|RPVU|RPVU|Romblon|Romblon|Tablas|Tablas|Philippines|Philippines
TBI|TBI|||New Bright|New Bright|The Bight|The Bight|Bahamas|Bahamas
TBJ|TBJ|DTKA|DTKA|Tabarka|Tabarka|Tabarka|Tabarka|Tunisia|Tunisia
TBK|TBK|YTBR|YTBR|Timber Creek|Timber Creek|Timber Creek|Timber Creek|New Zealand|New Zealand
TBL|TBL|YTAB|YTAB|Tableland|Tableland|Tableland|Tableland|Australia|Australia
TBM|TBM|||Tumbang Samba|Tumbang Samba|Tumbang Samba|Tumbang Samba|Indonesia|Indonesia
TBN|TBN|KTBN|KTBN|Forney AAF|Forney AAF|Fort Leonard Wood|Fort Leonard Wood|United States|United States
TBO|TBO|HTTB|HTTB|Tabora|Tabora|Tabora|Tabora|Tanzania|Tanzania
TBP|TBP|SPME|SPME|Tumbes|Tumbes|Tumbes|Tumbes|Peru|Peru
TBQ|TBQ|KFOE|KFOE|Tarabo|Tarabo|Tarabo|Tarabo|Sudan|Sudan
TBR|TBR|KTBR|KTBR|Statesboro-Bulloch County Airport|Statesboro-Bulloch County Airport|Statesboro, GA|Statesboro, GA|United States|United States
TBS|TBS|UGTB|UGTB|Lochini (novo Alexeyevka)|Lochini (novo Alexeyevka)|Tbilisi|Tbilisi|Georgia|Georgia
TBT|TBT|SBTT|SBTT|Internacional|Internacional|Tabatinga|Tabatinga|Brazil|Brazil
TBV|TBV|||Tabal|Tabal|Tabal|Tabal|Chile|Chile
TBW|TBW|UUOT|UUOT|Tambov|Tambov|Tambov|Tambov|Russian Federation|Russian Federation
TBX|TBX|KFOE|KFOE|Taabo|Taabo|Taabo|Taabo|Cote D&#039;Ivoire|Cote D&#039;Ivoire
TBY|TBY|FBTS|FBTS|Tsabong|Tsabong|Tsabong|Tsabong|Botswana|Botswana
TBZ|TBZ|OITT|OITT|Tabriz|Tabriz|Tabriz|Tabriz|Iran|Iran
TCA|TCA|YTNK|YTNK|Tennant Creek|Tennant Creek|Tennant Creek|Tennant Creek|Australia|Australia
TCB|TCB|MYAT|MYAT|Treasure Cay|Treasure Cay|Treasure Cay, Ibaco Islands|Treasure Cay, Ibaco Islands|Bahamas|Bahamas
TCC|TCC|KTCC|KTCC|Tucumcari|Tucumcari|Tucumcari|Tucumcari|United States|United States
TCD|TCD|||Tarapaca|Tarapaca|Tarapaca|Tarapaca|Colombia|Colombia
TCE|TCE|LRTC|LRTC|Tulcea|Tulcea|Tulcea|Tulcea|Romania|Romania
TCF|TCF|||Tocoa|Tocoa|Tocoa|Tocoa|Honduras|Honduras
TCG|TCG|ZWTC|ZWTC|Tacheng|Tacheng|Tacheng|Tacheng|China|China
TCH|TCH|FOOT|FOOT|Tchibanga|Tchibanga|Tchibanga|Tchibanga|Gabon|Gabon
TCJ|TCJ|DAAJ|DAAJ|Torembi Airport|Torembi Airport|Torembi|Torembi|Papua New Guinea|Papua New Guinea
TCK|TCK|EDTN|EDTN|Tinboli Airport|Tinboli Airport|Tinboli|Tinboli|Papua New Guinea|Papua New Guinea
TCL|TCL|KTCL|KTCL|Van De Graaf|Van De Graaf|Tuscaloosa|Tuscaloosa|United States|United States
TCM|TCM|KTCM|KTCM|McChord AFB|McChord AFB|Tacoma, WA|Tacoma, WA|United States|United States
TCN|TCN|MMHC|MMHC|Tehuacan|Tehuacan|Tehuacan|Tehuacan|Mexico|Mexico
TCO|TCO|SKCO|SKCO|La Florida|La Florida|Tumaco|Tumaco|Colombia|Colombia
TCP|TCP|HETB|HETB|Taba International|Taba International|Taba|Taba|Egypt|Egypt
TCQ|TCQ|SPTN|SPTN|Tacna|Tacna|Tacna|Tacna|Peru|Peru
TCR|TCR|SBPV|SBPV|Tuticorin|Tuticorin|Tuticorin|Tuticorin|India|India
TCS|TCS|KTCS|KTCS|Municipal|Municipal|Truth Or Consequences|Truth Or Consequences|United States|United States
TCT|TCT|KTCT|KTCT|Takotna|Takotna|Takotna|Takotna|United States|United States
TCU|TCU|FATN|FATN|Thaba Nchu|Thaba Nchu|Thaba Nchu|Thaba Nchu|South Africa|South Africa
TCV|TCV|FQTE|FQTE|Tete|Tete|Tete|Tete|Mozambique|Mozambique
TCW|TCW|YTOC|YTOC|Tocumwal|Tocumwal|Tocumwal|Tocumwal|Australia|Australia
TCX|TCX|OIMT|OIMT|Tabas|Tabas|Tabas|Tabas|Iran|Iran
TCY|TCY|KTCY|KTCY|Terrace Bay|Terrace Bay|Terrace Bay|Terrace Bay|Canada|Canada
TDA|TDA|SKTD|SKTD|Trinidad|Trinidad|Trinidad|Trinidad|Colombia|Colombia
TDB|TDB|||Tetabedi|Tetabedi|Tetabedi|Tetabedi|Kiribati|Kiribati
TDD|TDD|SLTR|SLTR|Trinidad|Trinidad|Trinidad|Trinidad|Bolivia|Bolivia
TDG|TDG|RPMW|RPMW|Tandag|Tandag|Tandag|Tandag|Philippines|Philippines
TDJ|TDJ|HDTJ|HDTJ|Tadjoura|Tadjoura|Tadjoura|Tadjoura|Djibouti|Djibouti
TDK|TDK|UAAT|UAAT|Taldy-Kurgan|Taldy-Kurgan|Taldy-Kurgan|Taldy-Kurgan|Kazakhstan|Kazakhstan
TDL|TDL|SAZT|SAZT|Tandil|Tandil|Tandil|Tandil|Argentina|Argentina
TDN|TDN|GMTN|GMTN|Theda Station|Theda Station|Theda|Theda|Turkey|Turkey
TDO|TDO|KTDO|KTDO|Winlock|Winlock|Toledo|Toledo|Colombia|Colombia
TDR|TDR|YTDR|YTDR|Theodore|Theodore|Theodore|Theodore|United Kingdom|United Kingdom
TDS|TDS|||Sasereme|Sasereme|Sasereme|Sasereme|Papua New Guinea|Papua New Guinea
TDT|TDT|FATD|FATD|Tanda Tula|Tanda Tula|Tanda Tula|Tanda Tula|South Africa|South Africa
TDV|TDV|FMSN|FMSN|Tanandava|Tanandava|Tanandava|Tanandava|Madagascar|Madagascar
TDW|TDW|KTDW|KTDW|Tradewind|Tradewind|Amarillo|Amarillo|United States|United States
TDX|TDX|VTBO|VTBO|Trat|Trat|Trat|Trat|Thailand|Thailand
TDZ|TDZ|KTDZ|KTDZ|Toledo|Toledo|Toledo|Toledo|United States|United States
TEA|TEA|MHTE|MHTE|Tela|Tela|Tela|Tela|Honduras|Honduras
TEB|TEB|KTEB|KTEB|Teterboro|Teterboro|Teterboro|Teterboro|United States|United States
TEC|TEC|SBTL|SBTL|Telemaco Borba|Telemaco Borba|Telemaco Borba|Telemaco Borba|Brazil|Brazil
TED|TED|EKTS|EKTS|Thisted|Thisted|Thisted|Thisted|Denmark|Denmark
TEE|TEE|DABS|DABS|Tbessa|Tbessa|Tbessa|Tbessa|Algeria|Algeria
TEF|TEF|YTEF|YTEF|Telfer|Telfer|Telfer|Telfer|Australia|Australia
TEG|TEG|DFET|DFET|Tenkodogo|Tenkodogo|Tenkodogo|Tenkodogo|Burkina Faso|Burkina Faso
TEH|TEH|OATW|OATW|Tetlin|Tetlin|Tetlin|Tetlin|United States|United States
TEI|TEI|VETJ|VETJ|Tezu|Tezu|Tezu|Tezu|India|India
TEK|TEK|||Tatitlek|Tatitlek|Tatitlek|Tatitlek|United States|United States
TEL|TEL|WBKE|WBKE|Telupid|Telupid|Telupid|Telupid|Malaysia|Malaysia
TEM|TEM|YTEM|YTEM|Temora|Temora|Temora|Temora|Australia|Australia
TEN|TEN|ZUTR|ZUTR|Tongren|Tongren|Tongren|Tongren|China|China
TEO|TEO|||Terapo|Terapo|Terapo|Terapo|Papua New Guinea|Papua New Guinea
TEP|TEP|||Teptep|Teptep|Teptep|Teptep|Papua New Guinea|Papua New Guinea
TEQ|TEQ|LTBU|LTBU|Corlu|Corlu|Tekirdag|Tekirdag|Turkey|Turkey
TER|TER|LPLA|LPLA|Lajes Ab|Lajes Ab|Terceira Island|Terceira Island|Portugal|Portugal
TES|TES|HHTS|HHTS|Tessenei|Tessenei|Tessenei|Tessenei|Eritrea|Eritrea
TET|TET|FQTT|FQTT|Matundo|Matundo|Tete|Tete|Mozambique|Mozambique
TEU|TEU|NZMO|NZMO|Manapouri|Manapouri|Te Anau|Te Anau|New Zealand|New Zealand
TEW|TEW|KTEW|KTEW|Tohid|Tohid|Tohid|Tohid|Madagascar|Madagascar
TEX|TEX|KTEX|KTEX|Telluride|Telluride|Telluride|Telluride|United States|United States
TEY|TEY|BITE|BITE|Thingeyri|Thingeyri|Thingeyri|Thingeyri|Iceland|Iceland
TEZ|TEZ|VETZ|VETZ|Salonibari|Salonibari|Tezpur|Tezpur|India|India
TFB|TFB|RCTP|RCTP|Tifalmin|Tifalmin|Tifalmin|Tifalmin|Papua New Guinea|Papua New Guinea
TFC|TFC|MRPV|MRPV|Taormina Harbour|Taormina Harbour|Taormina|Taormina|Italy|Italy
TFF|TFF|SBTF|SBTF|Tefe|Tefe|Tefe|Tefe|Brazil|Brazil
TFI|TFI|||Tufi|Tufi|Tufi|Tufi|Papua New Guinea|Papua New Guinea
TFL|TFL|SNTO|SNTO|Teofilo Otoni|Teofilo Otoni|Teofilo Otoni|Teofilo Otoni|Brazil|Brazil
TFM|TFM|||Telefomin|Telefomin|Telefomin|Telefomin|Papua New Guinea|Papua New Guinea
TFN|TFN|GCXO|GCXO|Tenerife Norte (Los Rodeos)|Tenerife Norte (Los Rodeos)|Tenerife|Tenerife|Spain|Spain
TFR|TFR|LFDT|LFDT|Ramadan|Ramadan|Ramadan|Ramadan|Egypt|Egypt
TFS|TFS|GCTS|GCTS|Sur Reina Sofia|Sur Reina Sofia|Tenerife|Tenerife|Spain|Spain
TFT|TFT|OPTT|OPTT|Taftan|Taftan|Taftan|Taftan|Sweden|Sweden
TFY|TFY|||Tarfaya|Tarfaya|Tarfaya|Tarfaya|Morocco|Morocco
TGB|TGB|||Tagbita|Tagbita|Tagbita|Tagbita|Philippines|Philippines
TGD|TGD|LYPG|LYPG|Golubovci|Golubovci|Podgorica|Podgorica|Montenegro|Montenegro
TGE|TGE|||Sharpe Field|Sharpe Field|Tuskegee|Tuskegee|United States|United States
TGF|TGF|||Tignes|Tignes|Tignes|Tignes|France|France
TGG|TGG|WMKN|WMKN|Sultan Mahmood|Sultan Mahmood|Kuala Terengganu|Kuala Terengganu|Malaysia|Malaysia
TGH|TGH|NVST|NVST|Tongoa|Tongoa|Tongoa|Tongoa|Vanuatu|Vanuatu
TGI|TGI|SPGM|SPGM|Tingo Maria|Tingo Maria|Tingo Maria|Tingo Maria|Peru|Peru
TGJ|TGJ|NWWA|NWWA|Tiga|Tiga|Tiga|Tiga|Montenegro|Montenegro
TGL|TGL|||Tagula|Tagula|Tagula|Tagula|Papua New Guinea|Papua New Guinea
TGM|TGM|LRTM|LRTM|Transilvania|Transilvania|Tirgu Mures|Tirgu Mures|Romania|Romania
TGN|TGN|YLTV|YLTV|La Trobe  Regional|La Trobe  Regional|Traralgon|Traralgon|Australia|Australia
TGO|TGO|ZBTL|ZBTL|Tongliao|Tongliao|Tongliao|Tongliao|China|China
TGQ|TGQ|RJAA|RJAA|Tangara da Serra|Tangara da Serra|Tangara da Serra|Tangara da Serra|Brazil|Brazil
TGR|TGR|DAUK|DAUK|Touggourt|Touggourt|Touggourt|Touggourt|Algeria|Algeria
TGS|TGS|||Chokwe|Chokwe|Chokwe|Chokwe|Mozambique|Mozambique
TGT|TGT|HTTG|HTTG|Tanga|Tanga|Tanga|Tanga|Tanzania|Tanzania
TGU|TGU|MHTG|MHTG|Toncontin|Toncontin|Tegucigalpa|Tegucigalpa|Honduras|Honduras
TGV|TGV|||Targovishte|Targovishte|Targovishte|Targovishte|Burkina Faso|Burkina Faso
TGX|TGX|MMTG|MMTG|Tingrela|Tingrela|Tingrela|Tingrela|Cote D&#039;Ivoire|Cote D&#039;Ivoire
TGZ|TGZ|MMTG|MMTG|Llano San Juan|Llano San Juan|Tuxtla Gutierrez|Tuxtla Gutierrez|Mexico|Mexico
THA|THA|KTHA|KTHA|Tullahoma/William Northern Field|Tullahoma/William Northern Field|Tullahoma, TN|Tullahoma, TN|United States|United States
THB|THB|FXTA|FXTA|Thaba-Tseka|Thaba-Tseka|Thaba-Tseka|Thaba-Tseka|Lesotho|Lesotho
THC|THC|GLTN|GLTN|Tchien|Tchien|Tchien|Tchien|Liberia|Liberia
THE|THE|SBTE|SBTE|Senador Petrônio Portella|Senador Petrônio Portella|Teresina|Teresina|Brazil|Brazil
THF|THF|EDDI|EDDI|Tempelhof|Tempelhof|Berlin|Berlin|Germany|Germany
THG|THG|YTNG|YTNG|Thangool|Thangool|Thangool|Thangool|Australia|Australia
THH|THH|NZTS|NZTS|Taharoa|Taharoa|Taharoa|Taharoa|New Zealand|New Zealand
THI|THI|GQNC|GQNC|Tichitt|Tichitt|Tichitt|Tichitt|Mauritania|Mauritania
THK|THK|VLTK|VLTK|Thakhek|Thakhek|Thakhek|Thakhek|Thailand|Thailand
THL|THL|VYTL|VYTL|Tachilek|Tachilek|Tachilek|Tachilek|Myanmar|Myanmar
THM|THM|KTHM|KTHM|Thompsonfield|Thompsonfield|Thompsonfield|Thompsonfield|United States|United States
THN|THN|ESGT|ESGT|Trollhattan|Trollhattan|Trollhattan|Trollhattan|Sweden|Sweden
THO|THO|BITN|BITN|Thorshofn|Thorshofn|Thorshofn|Thorshofn|Iceland|Iceland
THP|THP|KTHP|KTHP|Hot Springs|Hot Springs|Thermopolis|Thermopolis|United States|United States
THR|THR|OIII|OIII|Mehrabad/ghaleh Morghi|Mehrabad/ghaleh Morghi|Tehran|Tehran|Iran|Iran
THS|THS|VTPO|VTPO|Sukhothai|Sukhothai|Sukhothai (sawankolok)|Sukhothai (sawankolok)|Thailand|Thailand
THT|THT|GQNT|GQNT|Tamchakett|Tamchakett|Tamchakett|Tamchakett|Mauritania|Mauritania
THU|THU|BGTL|BGTL|Pituffik|Pituffik|Pituffik|Pituffik|Greenland|Greenland
THV|THV|KTHV|KTHV|York Airport|York Airport|York|York|United States|United States
THY|THY|FATH|FATH|Thohoyandou|Thohoyandou|Thohoyandou|Thohoyandou|Egypt|Egypt
THZ|THZ|DRRT|DRRT|Tahoua|Tahoua|Tahoua|Tahoua|Niger|Niger
TIA|TIA|LATI|LATI|Rinas Mother Teresa|Rinas Mother Teresa|Tirana|Tirana|Albania|Albania
TIB|TIB|SKTB|SKTB|Tibu|Tibu|Tibu|Tibu|Colombia|Colombia
TIC|TIC|||Tinak Island|Tinak Island|Tinak Island|Tinak Island|Marshall Islands|Marshall Islands
TID|TID|DAOB|DAOB|Bouchekif Abde Al-hafidh Boussof|Bouchekif Abde Al-hafidh Boussof|Tiaret|Tiaret|Senegal|Senegal
TIE|TIE|HATP|HATP|Tippi|Tippi|Tippi|Tippi|Ethiopia|Ethiopia
TIF|TIF|OETF|OETF|Taif|Taif|Taif|Taif|Saudi Arabia|Saudi Arabia
TIG|TIG|||Tingwon|Tingwon|Tingwon|Tingwon|Papua New Guinea|Papua New Guinea
TIH|TIH|NTGC|NTGC|Tikehau Atoll|Tikehau Atoll|Tikehau Atoll|Tikehau Atoll|French Polynesia|French Polynesia
TII|TII|OATN|OATN|Tirinkot|Tirinkot|Tirinkot|Tirinkot|Afghanistan|Afghanistan
TIJ|TIJ|MMTJ|MMTJ|General A. L. Rodriguez Intl|General A. L. Rodriguez Intl|Tijuana|Tijuana|Mexico|Mexico
TIK|TIK|KTIK|KTIK|Tinker AFB|Tinker AFB|Oklahoma City|Oklahoma City|United States|United States
TIL|TIL|||Inverlake|Inverlake|Inverlake|Inverlake|Canada|Canada
TIM|TIM|WABP|WABP|Timika|Timika|Tembagapura|Tembagapura|Indonesia|Indonesia
TIN|TIN|DAOF|DAOF|Tindouf|Tindouf|Tindouf|Tindouf|Algeria|Algeria
TIO|TIO|VYHN|VYHN|Tilin|Tilin|Tilin|Tilin|Myanmar|Myanmar
TIP|TIP|HLLT|HLLT|International|International|Tripoli|Tripoli|Libya|Libya
TIQ|TIQ|PGWT|PGWT|Tinian|Tinian|Tinian|Tinian|Northern Mariana Islands|Northern Mariana Islands
TIR|TIR|VOTP|VOTP|Tirupati|Tirupati|Tirupati|Tirupati|India|India
TIS|TIS|YHID|YHID|Thursday Island|Thursday Island|Thursday Island|Thursday Island|Australia|Australia
TIU|TIU|NZTU|NZTU|Timaru|Timaru|Timaru|Timaru|New Zealand|New Zealand
TIV|TIV|LYTV|LYTV|Tivat|Tivat|Tivat|Tivat|Montenegro|Montenegro
TIW|TIW|KTIW|KTIW|Industrial|Industrial|Tacoma|Tacoma|United States|United States
TIX|TIX|KTIX|KTIX|Space Center Exect.|Space Center Exect.|Titusville|Titusville|United States|United States
TIY|TIY|GQND|GQND|Tidjikja|Tidjikja|Tidjikja|Tidjikja|Mauritania|Mauritania
TIZ|TIZ|AYTA|AYTA|Tari|Tari|Tari|Tari|Papua New Guinea|Papua New Guinea
TJA|TJA|SLTJ|SLTJ|Tarija|Tarija|Tarija|Tarija|Bolivia|Bolivia
TJB|TJB|WIBT|WIBT|Tanjung Balai|Tanjung Balai|Tanjung Balai|Tanjung Balai|Indonesia|Indonesia
TJC|TJC|KLBX|KLBX|Ticantiki|Ticantiki|Ticantiki|Ticantiki|Panama|Panama
TJG|TJG|WAON|WAON|Tanjung Warukin|Tanjung Warukin|Tanjung Warukin|Tanjung Warukin|Indonesia|Indonesia
TJH|TJH|RJBT|RJBT|Tajima|Tajima|Toyooka|Toyooka|Japan|Japan
TJI|TJI|MHTJ|MHTJ|Capiro|Capiro|Trujillo|Trujillo|Honduras|Honduras
TJK|TJK|LTAW|LTAW|Tokat|Tokat|Tokat|Tokat|Turkey|Turkey
TJM|TJM|USTR|USTR|Roschino|Roschino|Tyumen|Tyumen|Russian Federation|Russian Federation
TJN|TJN|KSEA|KSEA|Takume|Takume|Takume|Takume|French Polynesia|French Polynesia
TJQ|TJQ|WIOD|WIOD|Bulutumbang|Bulutumbang|Tanjung Pandan|Tanjung Pandan|Indonesia|Indonesia
TJS|TJS|WALG|WALG|Tanjung Selor|Tanjung Selor|Tanjung Selor|Tanjung Selor|Indonesia|Indonesia
TJV|TJV|VOTJ|VOTJ|Thanjavur|Thanjavur|Thanjavur|Thanjavur|India|India
TKA|TKA|PATK|PATK|Talkeetna|Talkeetna|Talkeetna|Talkeetna|United States|United States
TKB|TKB|||Tekadu|Tekadu|Tekadu|Tekadu|Papua New Guinea|Papua New Guinea
TKC|TKC|FKKC|FKKC|Tiko|Tiko|Tiko|Tiko|Cameroon|Cameroon
TKD|TKD|DGTK|DGTK|Takoradi|Takoradi|Takoradi|Takoradi|Ghana|Ghana
TKE|TKE|KTKE|KTKE|Tenakee SPB|Tenakee SPB|Tenakee Springs|Tenakee Springs|United States|United States
TKF|TKF|KTRK|KTRK|Truckee-Tahoe|Truckee-Tahoe|Truckee, CA|Truckee, CA|United States|United States
TKG|TKG|WICT|WICT|Branti|Branti|Bandar Lampung|Bandar Lampung|Indonesia|Indonesia
TKH|TKH|VTPI|VTPI|Nakhon Sawan|Nakhon Sawan|Takhli|Takhli|Thailand|Thailand
TKI|TKI|KTKI|KTKI|Tokeen|Tokeen|Tokeen|Tokeen|United States|United States
TKJ|TKJ|PATJ|PATJ|Tok|Tok|Tok|Tok|United States|United States
TKK|TKK|PTKK|PTKK|Truk|Truk|Truk|Truk|Federated States of Micronesia|Federated States of Micronesia
TKL|TKL|KTKL|KTKL|Taku SPB|Taku SPB|Taku Lodge|Taku Lodge|United States|United States
TKM|TKM|MGTK|MGTK|El Peten|El Peten|Tikal|Tikal|Guatemala|Guatemala
TKN|TKN|RJKN|RJKN|Tokunoshima|Tokunoshima|Tokunoshima|Tokunoshima|Japan|Japan
